mu=1.000000e-10, code time=0.003023 (in min) 
"mu" 	 	 "||A||^2/2^L 	 	 wij_min_int 	 	 wij_max_int" 
2.00000000000000000000e+00	4.90148024703460072609e-05	2.00000000000000532907e+00	2.00997512422417621281e+01
3.00000000000000000000e+00	1.07124128127716376313e-04	1.36157832453165905662e+00	3.01999950498712728120e+01
4.00000000000000000000e+00	1.69005916025265283094e-04	1.33591984951774378487e-01	4.03002473845704400901e+01
5.00000000000000000000e+00	2.33038736914896021371e-04	1.32938316132527489799e-01	5.04004999188732369930e+01
6.00000000000000000000e+00	2.98427925732094043512e-04	9.53783318914602773475e-02	6.05007524585565619191e+01
7.00000000000000000000e+00	3.64724481700769468610e-04	3.63710354643238531480e-02	7.06010049983973146936e+01
