 L=4, code time=0.000789 (in min) 
wij_min=6.57023757451682399733e-02, wij_max=1.18124587834716159307e+01 
"mu" 	 	 "||A||^2" 
5.00000000000000010408e-04	9.39969705562670831966e+00
1.01505050505050500864e-01	9.23604975663929295138e+00
2.02510101010101001284e-01	8.78457352991284423638e+00
3.03515151515151515582e-01	8.13442637128729550966e+00
4.04520202020202002124e-01	7.38747852646960456724e+00
5.05525252525252488667e-01	6.62655427084419734740e+00
6.06530303030302975209e-01	5.90440497208877079771e+00
7.07535353535353461751e-01	5.24747269859940157488e+00
8.08540404040403948294e-01	4.66450428124057125956e+00
9.09545454545454434836e-01	4.15425646694981498541e+00
1.01055050505050503240e+00	3.71070565366202087532e+00
1.11155555555555540792e+00	3.32607986454563286927e+00
1.21256060606060600549e+00	2.99244319258775348658e+00
1.31356565656565638101e+00	2.70243465847639185995e+00
1.41457070707070697857e+00	2.44955077980699531537e+00
1.51557575757575735409e+00	2.22819776164873539770e+00
1.61658080808080795165e+00	2.03363671258120293217e+00
1.71758585858585854922e+00	1.86188642954908667448e+00
1.81859090909090892474e+00	1.70961602711199911475e+00
1.91959595959595952230e+00	1.57404251413784734837e+00
2.02060101010101034191e+00	1.45283951880346440255e+00
2.12160606060606049539e+00	1.34405889994291638523e+00
2.22261111111111109295e+00	1.24606486606120303584e+00
2.32361616161616169052e+00	1.15747932484315874113e+00
2.42462121212121228808e+00	1.07713690337379741635e+00
2.52562626262626288565e+00	1.00404809358882673997e+00
2.62663131313131303912e+00	9.37369121921285852750e-01
2.72763636363636363669e+00	8.76377331419295857451e-01
2.82864141414141423425e+00	8.20451056932482658546e-01
2.92964646464646483182e+00	7.69053150386273642880e-01
3.03065151515151498529e+00	7.21717466652187944476e-01
3.13165656565656558286e+00	6.78037749983641635509e-01
3.23266161616161618042e+00	6.37658468088074914526e-01
3.33366666666666677799e+00	6.00267228408602582235e-01
3.43467171717171737555e+00	5.65588482098782874274e-01
3.53567676767676752903e+00	5.33378278339651012985e-01
3.63668181818181812659e+00	5.03419877586963160354e-01
3.73768686868686872415e+00	4.75520069190528971159e-01
3.83869191919191932172e+00	4.49506068374637079987e-01
3.93969696969696947519e+00	4.25222891261851421163e-01
4.04070202020202007276e+00	4.02531125636651332389e-01
4.14170707070707067032e+00	3.81305030423702062681e-01
4.24271212121212037971e+00	3.61430909151859047768e-01
4.34371717171717097727e+00	3.42805712590007916063e-01
4.44472222222222157484e+00	3.25335833752601777391e-01
4.54572727272727217240e+00	3.08936064961297107700e-01
4.64673232323232276997e+00	2.93528691916723816213e-01
4.74773737373737336753e+00	2.79042704021648269030e-01
4.84874242424242396510e+00	2.65413103695184227071e-01
4.94974747474747456266e+00	2.52580300280093428267e-01
5.05075252525252516023e+00	2.40489576493656209699e-01
5.15175757575757486961e+00	2.29090617304781307695e-01
5.25276262626262546718e+00	2.18337092714277841710e-01
5.35376767676767606474e+00	2.08186287234455424944e-01
5.45477272727272666231e+00	1.98598769959096144166e-01
5.55577777777777725987e+00	1.89538100026226702388e-01
5.65678282828282785744e+00	1.80970563037025355957e-01
5.75778787878787845500e+00	1.72864934631410116506e-01
5.85879292929292905256e+00	1.65192267956099814175e-01
5.95979797979797965013e+00	1.57925702211905605310e-01
6.06080303030302935952e+00	1.51040289848143494122e-01
6.16180808080807995708e+00	1.44512840295143524250e-01
6.26281313131313055464e+00	1.38321778400563422107e-01
6.36381818181818115221e+00	1.32447015969519993339e-01
6.46482323232323174977e+00	1.26869835009003090187e-01
6.56582828282828234734e+00	1.21572781449014649668e-01
6.66683333333333294490e+00	1.16539568260881812312e-01
6.76783838383838354247e+00	1.11754987020916407570e-01
6.86884343434343414003e+00	1.07204827078144826480e-01
6.96984848484848384942e+00	1.02875801580777345712e-01
7.07085353535353444698e+00	9.87554796995838701790e-02
7.17185858585858504455e+00	9.48322244592043617217e-02
7.27286363636363564211e+00	9.10951356521617766626e-02
7.37386868686868623968e+00	8.75339973662501852347e-02
7.47487373737373683724e+00	8.41392297051173354561e-02
7.57587878787878743481e+00	8.09018443251737773281e-02
7.67688383838383803237e+00	7.78134034502161453517e-02
7.77788888888888862994e+00	7.48659820590114599703e-02
7.87889393939393833932e+00	7.20521329711302366272e-02
7.97989898989898893689e+00	6.93648545830117257971e-02
8.08090404040404131081e+00	6.67975610300233918482e-02
8.18190909090909102019e+00	6.43440545714910328012e-02
8.28291414141414250594e+00	6.19985000146380249575e-02
8.38391919191919221532e+00	5.97554010103534746778e-02
8.48492424242424192471e+00	5.76095780689334369118e-02
8.58592929292929341045e+00	5.55561481576220955736e-02
8.68693434343434311984e+00	5.35905057540824528162e-02
8.78793939393939460558e+00	5.17083052410145793676e-02
8.88894444444444431497e+00	4.99054445371430524525e-02
8.98994949494949580071e+00	4.81780498688293909448e-02
9.09095454545454551010e+00	4.65224615947411254679e-02
9.19195959595959699584e+00	4.49352210034107135694e-02
9.29296464646464670523e+00	4.34130580102309177049e-02
9.39396969696969641461e+00	4.19528796865247938230e-02
9.49497474747474790036e+00	4.05517595588669871320e-02
9.59597979797979760974e+00	3.92069276218690865310e-02
9.69698484848484909548e+00	3.79157610122278498910e-02
9.79798989898989880487e+00	3.66757752960172045409e-02
9.89899494949495029061e+00	3.54846163250166213299e-02
1.00000000000000000000e+01	3.43400526213535617348e-02
