L=5, code time=0.000994 (in min) 
wij_min=8.88178419700125232339e-16, wij_max=5.05012626059228395548e+01 
"mu" 	 	 "||A||^2" 
1.00000000000000003643e-10	8.33315071996033017443e-03
1.18953406737032067258e-10	8.33315071996030762302e-03
1.41499129743457873129e-10	8.33315071996029374524e-03
1.68318035333095502864e-10	8.33315071996028854107e-03
2.00220037181558437944e-10	8.33315071996028680634e-03
2.38168555197616074720e-10	8.33315071996028333690e-03
2.83309610183931825768e-10	8.33315071996028333690e-03
3.37006432927192451466e-10	8.33315071996028333690e-03
4.00880632889846438503e-10	8.33315071996028333690e-03
4.76861169771447397447e-10	8.33315071996028333690e-03
5.67242606849198883471e-10	8.33315071996028333690e-03
6.74754405311068558404e-10	8.33315071996028333690e-03
8.02643352225717377815e-10	8.33315071996028333690e-03
9.54771611420806508922e-10	8.33315071996028333690e-03
1.13573335834310288916e-09	8.33315071996028333690e-03
1.35099352119802519251e-09	8.33315071996028333690e-03
1.60705281826163847742e-09	8.33315071996028333690e-03
1.91164407538570385981e-09	8.33315071996028333690e-03
2.27396575235793215061e-09	8.33315071996028333690e-03
2.70495973046313136377e-09	8.33315071996028333690e-03
3.21764175025073519961e-09	8.33315071996028333690e-03
3.82749447851631517473e-09	8.33315071996028333690e-03
4.55293507486693877322e-09	8.33315071996028333690e-03
5.41587137807946464627e-09	8.33315071996028333690e-03
6.44236350872137046605e-09	8.33315071996028333690e-03
7.66341086800746217065e-09	8.33315071996028333690e-03
9.11588829975083781184e-09	8.33315071996028333690e-03
1.08436596868960860500e-08	8.33315071996028333690e-03
1.28989026125330806031e-08	8.33315071996028333690e-03
1.53436840893001327414e-08	8.33315071996028333690e-03
1.82518349431904239544e-08	8.33315071996028333690e-03
2.17111794569450085411e-08	8.33315071996028333690e-03
2.58261876068267474279e-08	8.33315071996028333690e-03
3.07211299886175937724e-08	8.33315071996028333690e-03
3.65438307095725478011e-08	8.33315071996028333690e-03
4.34701315812501717294e-08	8.33315071996028333690e-03
5.17092024289675556895e-08	8.33315071996028333690e-03
6.15098578858050436024e-08	8.33315071996028333690e-03
7.31680714342719159342e-08	8.33315071996028333690e-03
8.70359136148514768755e-08	8.33315071996028333690e-03
1.03532184329566155945e-07	8.33315071996028333690e-03
1.23155060329282628142e-07	8.33315071996028333690e-03
1.46497139830728482315e-07	8.33315071996028333690e-03
1.74263338600964726368e-07	8.33315071996028160217e-03
2.07292177959536982755e-07	8.33315071996028160217e-03
2.46581107582260368077e-07	8.33315071996027986745e-03
2.93316627839004215282e-07	8.33315071996027639800e-03
3.48910121340676632595e-07	8.33315071996027639800e-03
4.15040475785047253506e-07	8.33315071996027466328e-03
4.93704785283900377408e-07	8.33315071996027466328e-03
5.87278661318947677360e-07	8.33315071996026598966e-03
6.98587974678523438553e-07	8.33315071996025905077e-03
8.30994194935338645275e-07	8.33315071996025037715e-03
9.88495904662558603124e-07	8.33315071996023823409e-03
1.17584955405215584945e-06	8.33315071996022088685e-03
1.39871310264723580700e-06	8.33315071996019486600e-03
1.66381688607612741576e-06	8.33315071996015670208e-03
1.97916686785355745422e-06	8.33315071996010639510e-03
2.35428641432241558251e-06	8.33315071996003006727e-03
2.80050389418362536830e-06	8.33315071995992945331e-03
3.33129478793466996157e-06	8.33315071995978026709e-03
3.96268863870147865241e-06	8.33315071995957383499e-03
4.71375313411671956475e-06	8.33315071995927893200e-03
5.60716993820544644058e-06	8.33315071995886086365e-03
6.66991966303011471555e-06	8.33315071995827279239e-03
7.93409666579749174359e-06	8.33315071995743839040e-03
9.43787827777537116788e-06	8.33315071995625877843e-03
1.12266777351081134160e-05	8.33315071995458650500e-03
1.33545156292989743022e-05	8.33315071995221860746e-03
1.58856512942805287736e-05	8.33315071994887406059e-03
1.88965233969120774546e-05	8.33315071994414000023e-03
2.24780583354872084143e-05	8.33315071993744049816e-03
2.67384161583994387596e-05	8.33315071992796196909e-03
3.18062569279411891474e-05	8.33315071991454908718e-03
3.78346261713192539211e-05	8.33315071989557121235e-03
4.50055767570048807541e-05	8.33315071986871942766e-03
5.35356667741071883264e-05	8.33315071983072030992e-03
6.36824994471858567540e-05	8.33315071977694908634e-03
7.57525025877190441017e-05	8.33315071970086584940e-03
9.01101825166500034186e-05	8.33315071959321237993e-03
1.07189131920512647003e-04	8.33315071944088284206e-03
1.27505124071301280918e-04	8.33315071922533651128e-03
1.51671688847092111336e-04	8.33315071892034089918e-03
1.80418640939206798403e-04	8.33315071848877292338e-03
2.14614119785840143937e-04	8.33315071787810862647e-03
2.55290806823951646823e-04	8.33315071701402204640e-03
3.03677111803545452407e-04	8.33315071579135077662e-03
3.61234269970942293779e-04	8.33315071406127982900e-03
4.29700470432083515403e-04	8.33315071161324326388e-03
5.11143348344016536580e-04	8.33315070814929538534e-03
6.08022426164941498343e-04	8.33315070324783940814e-03
7.23263389648351917756e-04	8.33315069631232301084e-03
8.60346441668449106802e-04	8.33315068649862628059e-03
1.02341140210545277975e-03	8.33315067261233138884e-03
1.21738272773965947558e-03	8.33315065296334409051e-03
1.44811822767453002823e-03	8.33315062516019888772e-03
1.72258596539878391929e-03	8.33315058581898457368e-03
2.04907468981584605858e-03	8.33315053015151567528e-03
2.43744415012221672320e-03	8.33315045138252954993e-03
2.89942285388286938308e-03	8.33315033992510639793e-03
3.44896226040575281171e-03	8.33315018221382659835e-03
4.10265810582719023941e-03	8.33314995905373723240e-03
4.88025158365442378317e-03	8.33314964328417395745e-03
5.80522551609488363794e-03	8.33314919647302337902e-03
